,precision,recall,f1-score,support
plectrophenax_nivalis,1.0,0.5,0.6666666666666666,6.0
plegadis_falcinellus,1.0,0.3333333333333333,0.5,6.0
ploceus_cucullatus,0.6,1.0,0.75,6.0
pluvialis_apricaria,0.8125,0.7222222222222222,0.7647058823529411,18.0
pluvialis_squatarola,1.0,0.3333333333333333,0.5,48.0
podiceps_auritus,0.8571428571428571,0.75,0.8,8.0
podoces_hendersoni,0.6666666666666666,0.8571428571428571,0.75,7.0
poecile_montanus,0.5,0.25,0.3333333333333333,4.0
poephila_acuticauda,1.0,0.8,0.8888888888888888,10.0
poicephalus_meyeri,0.625,1.0,0.7692307692307693,5.0
polioptila_lembeyei,1.0,0.6666666666666666,0.8,3.0
polyplectron_emphanum,0.5,1.0,0.6666666666666666,2.0
polyplectron_schleiermacheri,0.4318181818181818,0.7916666666666666,0.5588235294117647,24.0
polysticta_stelleri,1.0,0.16666666666666666,0.2857142857142857,6.0
porphyrio_porphyrio_porphyrio_poliocephalus,0.7142857142857143,1.0,0.8333333333333334,5.0
porzana_carolina,0.5,0.4,0.4444444444444444,5.0
porzana_fusca,1.0,0.7142857142857143,0.8333333333333334,7.0
porzana_parva,0.8333333333333334,1.0,0.9090909090909091,5.0
porzana_porzana,1.0,0.8888888888888888,0.9411764705882353,9.0
priotelus_temnurus,0.4444444444444444,0.8,0.5714285714285714,5.0
prosthemadera_novaeseelandiae,0.6666666666666666,1.0,0.8,2.0
prunella_modularis,1.0,0.09090909090909091,0.16666666666666666,11.0
psarisomus_dalhousiae,0.8333333333333334,1.0,0.9090909090909091,5.0
pseudopodoces_humilis,1.0,0.5,0.6666666666666666,2.0
psilopogon_corvinus,0.1111111111111111,1.0,0.2,4.0
psittacula_cyanocephala,0.42857142857142855,1.0,0.6,3.0
ptyonoprogne_rupestris,1.0,1.0,1.0,4.0
puffinus_gravis,0.75,0.6,0.6666666666666666,5.0
puffinus_tenuirostris,0.8421052631578947,1.0,0.9142857142857143,16.0
pulsatrix_perspicillata,0.0,0.0,0.0,0.0
pycnonotus_barbatus,0.4444444444444444,0.6153846153846154,0.5161290322580645,13.0
pycnonotus_jocosus,1.0,0.3333333333333333,0.5,9.0
pycnonotus_leucogenys,0.3157894736842105,0.75,0.4444444444444444,8.0
pycnonotus_nigricans,0.3333333333333333,1.0,0.5,3.0
pycnonotus_xanthopygos,1.0,0.1111111111111111,0.2,9.0
pyroderus_scutatus,1.0,0.75,0.8571428571428571,4.0
pyrrhocorax_graculus,0.8,1.0,0.8888888888888888,4.0
pyrrhocorax_pyrrhocorax,0.3333333333333333,1.0,0.5,2.0
rallus_aquaticus,1.0,0.5,0.6666666666666666,12.0
ramphastos_vitellinus,0.0,0.0,0.0,3.0
ramphocoris_clotbey,0.16666666666666666,0.5,0.25,6.0
regulus_calendula,1.0,1.0,1.0,1.0
regulus_ignicapillus,1.0,0.5,0.6666666666666666,4.0
regulus_regulus,0.6785714285714286,0.95,0.7916666666666666,20.0
rhabdotorrhinus_corrugatus,0.6666666666666666,0.8,0.7272727272727273,5.0
rheinardia_ocellata,0.23076923076923078,0.75,0.35294117647058826,4.0
rhinoptilus_africanus,0.9,1.0,0.9473684210526315,9.0
rhodopechys_obsoleta,0.6071428571428571,0.8095238095238095,0.6938775510204082,21.0
rhodopechys_sanguineus,1.0,0.8333333333333334,0.9090909090909091,6.0
riparia_riparia,0.75,0.3,0.42857142857142855,10.0
rostratula_benghalensis,1.0,0.9411764705882353,0.9696969696969697,17.0
sagittarius_serpentarius,1.0,1.0,1.0,1.0
sarcoramphus_papa,1.0,1.0,1.0,5.0
saxicola_caprata,0.7777777777777778,0.875,0.8235294117647058,8.0
saxicola_maura,1.0,0.6,0.75,5.0
saxicola_rubetra,1.0,0.7777777777777778,0.875,9.0
saxicola_rubicola,0.42857142857142855,0.75,0.5454545454545454,4.0
schoeniclus_rutilus,0.0,0.0,0.0,5.0
schoeniclus_schoeniclus,0.75,0.6,0.6666666666666666,5.0
scopus_umbretta,0.2,0.5,0.2857142857142857,2.0
seiurus_aurocapilla,1.0,0.6666666666666666,0.8,3.0
selasphorus_rufus,0.75,1.0,0.8571428571428571,3.0
serinus_alario,0.6666666666666666,0.5,0.5714285714285714,4.0
serinus_canaria,0.6666666666666666,0.5,0.5714285714285714,4.0
serinus_serinus,0.0,0.0,0.0,2.0
setophaga_petechia,1.0,1.0,1.0,4.0
setophaga_pinus,1.0,0.4,0.5714285714285714,5.0
setophaga_ruticilla,0.0,0.0,0.0,5.0
setophaga_striata,0.0,0.0,0.0,1.0
setophaga_tigrina,0.4,0.8,0.5333333333333333,5.0
sitta_canadensis,1.0,0.25,0.4,4.0
sitta_europaea,0.25,0.1111111111111111,0.15384615384615385,9.0
sitta_frontalis,1.0,0.3,0.46153846153846156,10.0
sitta_neumayer,0.8333333333333334,1.0,0.9090909090909091,5.0
sittaparus_varius,0.3,0.75,0.42857142857142855,4.0
somateria_fischeri,0.8333333333333334,0.7142857142857143,0.7692307692307693,7.0
somateria_mollissima,1.0,0.6666666666666666,0.8,9.0
somateria_spectabilis,0.0,0.0,0.0,7.0
spatula_clypeata,1.0,0.16666666666666666,0.2857142857142857,12.0
spermestes_bicolor,1.0,0.8,0.8888888888888888,5.0
spermestes_fringilloides,1.0,0.2,0.3333333333333333,5.0
spinus_crassirostris,1.0,0.6,0.75,5.0
spinus_psaltria,1.0,0.6875,0.8148148148148148,16.0
spinus_spinus,1.0,1.0,1.0,5.0
spodiopsar_cineraceus,0.3333333333333333,0.6666666666666666,0.4444444444444444,3.0
stephanoaetus_coronatus,0.0,0.0,0.0,1.0
stercorarius_skua,0.46153846153846156,0.6,0.5217391304347826,10.0
sterna_hirundo,1.0,0.8181818181818182,0.9,11.0
sterna_paradisaea,1.0,1.0,1.0,5.0
streptopelia_decaocto,0.8,0.6666666666666666,0.7272727272727273,6.0
streptopelia_decipiens,0.0,0.0,0.0,1.0
streptopelia_orientalis,0.8,0.5714285714285714,0.6666666666666666,7.0
streptopelia_orientlis,0.5,0.125,0.2,8.0
streptopelia_senegalensis,1.0,0.75,0.8571428571428571,8.0
streptopelia_turtur,0.8333333333333334,0.45454545454545453,0.5882352941176471,11.0
strix_aluco,0.72,0.6666666666666666,0.6923076923076923,27.0
strix_chacoensis,0.3333333333333333,1.0,0.5,1.0
strix_uralensis,0.5,0.5714285714285714,0.5333333333333333,7.0
sturnia_pagodarum,0.75,1.0,0.8571428571428571,3.0
sturnus_unicolor,0.6,0.6,0.6,5.0
surnia_ulula,0.6666666666666666,0.5,0.5714285714285714,4.0
sylvia_atricapilla,0.0,0.0,0.0,9.0
sylvia_borin,1.0,0.8,0.8888888888888888,5.0
sylvia_cantillans,0.6,0.75,0.6666666666666666,4.0
sylvia_curruca,0.6666666666666666,0.4,0.5,5.0
sylvia_ruppeli,0.0,0.0,0.0,4.0
syrmaticus_humiae,0.4,1.0,0.5714285714285714,8.0
syrmaticus_soemmerringii,0.0,0.0,0.0,2.0
syrrhaptes_paradoxus,0.36363636363636365,1.0,0.5333333333333333,4.0
tachymarptis_melba,0.75,0.9,0.8181818181818182,10.0
tadorna_ferruginea,0.4166666666666667,0.625,0.5,8.0
tadorna_tadorna,1.0,0.5,0.6666666666666666,8.0
tadorna_variegata,1.0,1.0,1.0,6.0
tangara_cyanicollis,1.0,1.0,1.0,4.0
tangara_episcopus,1.0,0.4,0.5714285714285714,5.0
tchagra_australis,1.0,0.5,0.6666666666666666,8.0
tchagra_senegalus,0.0,0.0,0.0,2.0
telophorus_zeylonus,0.375,0.6,0.46153846153846156,5.0
terathopius_ecaudatus,1.0,1.0,1.0,2.0
terpsiphone_paradisi,1.0,0.6,0.75,5.0
terpsiphone_rufiventer,0.6666666666666666,0.5,0.5714285714285714,4.0
tetrao_urogalloides,1.0,1.0,1.0,3.0
tetrao_urogallus,0.5757575757575758,0.7037037037037037,0.6333333333333333,27.0
tetraogallus_himalayensis,0.07692307692307693,0.2,0.1111111111111111,5.0
thalasseus_sandvicensis,0.75,0.8571428571428571,0.8,7.0
tichodroma_muraria,1.0,1.0,1.0,6.0
timalia_pileata,0.6666666666666666,0.5,0.5714285714285714,4.0
tockus_erythrorhynchus,0.14285714285714285,0.4,0.21052631578947367,15.0
todus_subulatus,0.42857142857142855,0.75,0.5454545454545454,4.0
treron_sieboldii,1.0,0.8333333333333334,0.9090909090909091,12.0
tricholaema_leucomelas,0.0,0.0,0.0,2.0
tringa_glareola,0.75,0.5,0.6,6.0
tringa_nebularia,0.5,1.0,0.6666666666666666,7.0
tringa_totanus,0.4666666666666667,0.28,0.35,25.0
turdus_grayi,0.19047619047619047,1.0,0.32,4.0
turdus_kessleri,1.0,0.3333333333333333,0.5,3.0
turdus_merula,1.0,0.6666666666666666,0.8,3.0
turdus_migratorius,0.0,0.0,0.0,3.0
turdus_philomelos,0.5333333333333333,0.6153846153846154,0.5714285714285714,13.0
turdus_pilaris,1.0,0.25,0.4,4.0
turdus_plumbeus,1.0,0.5,0.6666666666666666,2.0
turdus_unicolor,1.0,1.0,1.0,2.0
turdus_viscivorus,0.17647058823529413,0.42857142857142855,0.25,7.0
tyrannus_dominicensis,1.0,0.5,0.6666666666666666,6.0
tyrannus_tyrannus,1.0,0.25,0.4,4.0
tyto_alba,0.7045454545454546,0.96875,0.8157894736842105,32.0
tyto_glaucops,0.3333333333333333,1.0,0.5,1.0
uragus_sibiricus,1.0,0.4,0.5714285714285714,5.0
uria_aalge,1.0,1.0,1.0,4.0
urocissa_erythroryncha,0.5,0.2,0.2857142857142857,5.0
vidua_macroura,0.25,0.5,0.3333333333333333,2.0
vireo_griseus,0.0,0.0,0.0,3.0
wilsonia_citrina,0.0,0.0,0.0,3.0
xipholena_punicea,0.0,0.0,0.0,3.0
zenaida_macroura,1.0,0.6,0.75,5.0
zoothera_aurea,0.8888888888888888,0.8,0.8421052631578947,10.0
zosterops_erythropleurus,1.0,0.1111111111111111,0.2,9.0
zosterops_japonicus,0.0,0.0,0.0,5.0
accuracy,0.580964153275649,0.580964153275649,0.580964153275649,0.580964153275649
macro avg,0.63594211401036,0.5938853952416714,0.5510697656440177,5663.0
weighted avg,0.7069634095870113,0.580964153275649,0.58430659539031,5663.0
